Month,Day,Year,Open,High,Low,Close,Adj Close,Volume
4,13,2020,8127.689941,8670.299805,8035.950195,8650.139648,8650.139648,18706100000
4,20,2020,8553.379883,8684.910156,8215.69043,8634.519531,8634.519531,18112980000
4,27,2020,8717.980469,8957.269531,8566.839844,8604.950195,8604.950195,19909430000
5,4,2020,8555.320313,9125.980469,8537.830078,9121.320313,9121.320313,18634290000
5,11,2020,9054.910156,9250.959961,8705.25,9014.55957,9014.55957,20741830000
5,18,2020,9177.150391,9405.25,9154.349609,9324.589844,9324.589844,20264210000
5,25,2020,9501.209961,9523.639648,9144.280273,9489.870117,9489.870117,17794010000
6,1,2020,9471.419922,9845.69043,9462.320313,9814.080078,9814.080078,25265930000
6,8,2020,9823.44043,10086.88965,9413.620117,9588.80957,9588.80957,26377480000
6,15,2020,9426.900391,10053.91016,9403,9946.120117,9946.120117,23854180000
6,22,2020,9945.490234,10221.84961,9749.070313,9757.219727,9757.219727,27940280000
6,29,2020,9771.719727,10310.36035,9663.610352,10207.62988,10207.62988,17509830000
7,6,2020,10360.37988,10622.34961,10337.98047,10617.44043,10617.44043,20488290000
7,13,2020,10729.91992,10824.78027,10182.45996,10503.19043,10503.19043,22599960000
7,20,2020,10526.01953,10839.92969,10217.30957,10363.17969,10363.17969,22529270000
7,27,2020,10421.7002,10747.79981,10397.87012,10745.26953,10745.26953,20773410000
8,3,2020,10848.63965,11126.04004,10831.15039,11010.98047,11010.98047,20765080000
8,10,2020,11033.73047,11124.84961,10762.70996,11019.29981,11019.29981,19120150000
8,17,2020,11083.25,11326.20996,11080.29981,11311.79981,11311.79981,18084360000
8,24,2020,11449.25,11730.00977,11297.53027,11695.62988,11695.62988,17414490000
8,31,2020,11718.80957,12074.05957,10875.87012,11313.12988,11313.12988,19854920000
9,7,2020,10900.7002,11299.53027,10728.03027,10853.54981,10853.54981,14926340000
9,14,2020,11010.13965,11245.41992,10639.9502,10793.28027,10793.28027,20700940000
9,21,2020,10610.13965,10979.65039,10519.49023,10913.55957,10913.55957,19385360000
9,28,2020,11084.37988,11344.12988,11019.13965,11075.01953,11075.01953,18978820000
10,5,2020,11169.11035,11581.23047,11124.4502,11579.94043,11579.94043,18937450000
10,12,2020,11732.33008,11965.54004,11559.09961,11671.55957,11671.55957,17421820000
10,19,2020,11732.33984,11778.11035,11369.29004,11548.28027,11548.28027,17034370000
10,26,2020,11440.63965,11545.62988,10822.57031,10911.58984,10911.58984,17156350000
11,2,2020,11010.4502,11924.28027,10830.9502,11895.23047,11895.23047,18077720000
11,9,2020,12046.66016,12108.07031,11424.61035,11829.29004,11829.29004,21996040000
11,16,2020,11847.11035,11950.17969,11760.98047,11854.96973,11854.96973,23785180000
11,23,2020,11916.75977,12236.23047,11796.53027,12205.84961,12205.84961,19663300000
11,30,2020,12224.25,12464.23047,12027.16016,12464.23047,12464.23047,29764650000
12,7,2020,12461,12607.13965,12214.74023,12377.87012,12377.87012,23561010000
12,14,2020,12447.44043,12809.59961,12432.70996,12755.63965,12755.63965,25663910000
12,21,2020,12596.13965,12841.91992,12525.21973,12804.73047,12804.73047,21410920000
12,28,2020,12914.63965,12973.33008,12821.23047,12888.28027,12888.28027,19994910000
1,4,2021,12958.51953,13208.08984,12543.24023,13201.98047,13201.98047,35428780000
1,11,2021,13048.78027,13220.16016,12949.75977,12998.5,12998.5,34521810000
1,18,2021,13132.73047,13567.13965,13078.7002,13543.05957,13543.05957,26350240000
1,25,2021,13681.20996,13728.98047,12985.04981,13070.69043,13070.69043,43496020000
2,1,2021,13226.17969,13878.16016,13132.46973,13856.29981,13856.29981,36053010000
2,8,2021,13937.05957,14109.12012,13845.46973,14095.46973,14095.46973,46450950000
2,15,2021,14152.20996,14175.12012,13714.34961,13874.45996,13874.45996,28239840000
2,22,2021,13714.2002,13757.05957,13003.98047,13192.34961,13192.34961,32182970000
3,1,2021,13406.16016,13601.33008,12397.04981,12920.15039,12920.15039,31147230000
3,8,2021,12904.25977,13433.62012,12599.23047,13319.86035,13319.86035,29885730000
3,15,2021,13323.46973,13620.70996,13039.4502,13215.24023,13215.24023,30372680000
3,22,2021,13278.78027,13455.63965,12786.80957,13138.73047,13138.73047,28104070000
3,29,2021,13103.96973,13487.08008,12922.57031,13480.11035,13480.11035,19268240000
4,5,2021,13594.90039,13905.41016,13582.75977,13900.19043,13900.19043,20711160000
4,12,2021,13854.44043,14062.5,13783.9502,14052.33984,14052.33984,21425690000
4,19,2021,13984.58008,14062.74023,13698.66992,14016.80957,14016.80957,21400270000
4,26,2021,14052.37988,14211.57031,13941.62988,13962.67969,13962.67969,23477870000
5,3,2021,14031.76953,14042.12012,13439.38965,13752.24023,13752.24023,24589350000
5,10,2021,13687.58984,13687.92969,13002.54004,13429.98047,13429.98047,23030710000
5,17,2021,13368.79981,13616.58008,13072.23047,13470.99023,13470.99023,20357300000
5,24,2021,13557.20996,13820.87012,13551.00977,13748.74023,13748.74023,21438080000
5,31,2021,13829.05957,13836.16992,13548.92969,13814.49023,13814.49023,19040870000
6,7,2021,13802.82031,14069.41992,13784.88965,14069.41992,14069.41992,25315570000
6,14,2021,14083.46973,14196.20996,13903.73047,14030.37988,14030.37988,24337120000
6,21,2021,14047.41992,14414.45996,13960.04004,14360.38965,14360.38965,25205330000
6,28,2021,14417.80957,14649.11035,14417.2002,14639.33008,14639.33008,22640000000
7,5,2021,14661.54981,14755.33008,14371.58984,14701.91992,14701.91992,17496680000
7,12,2021,14743.86035,14803.67969,14413.32031,14427.24023,14427.24023,21558850000
7,19,2021,14235.98047,14846.05957,14178.66016,14836.99023,14836.99023,20882890000
7,26,2021,14821.03027,14863.65039,14503.75977,14672.67969,14672.67969,20608220000
8,2,2021,14758.59961,14896.46973,14584.08984,14835.75977,14835.75977,20505220000
8,9,2021,14855.75977,14894.61035,14692.41016,14822.90039,14822.90039,20215820000
8,16,2021,14771.53027,14794.67969,14423.16016,14714.66016,14714.66016,20062470000
8,23,2021,14776.98047,15144.48047,14776.98047,15129.5,15129.5,19050190000
8,30,2021,15165.94043,15380.07031,15165.12012,15363.51953,15363.51953,20278970000
9,6,2021,15375.98047,15403.44043,15111.30957,15115.49023,15115.49023,16764100000
9,13,2021,15211.42969,15215.44043,14984.67969,15043.96973,15043.96973,24192690000
9,20,2021,14758.13965,15085.44043,14530.07031,15047.7002,15047.7002,21403270000
9,27,2021,14954.17969,15003.16016,14324.00977,14566.7002,14566.7002,25596570000
10,4,2021,14493.12012,14755.71973,14181.69043,14579.54004,14579.54004,20754970000
10,11,2021,14540.08008,14904.98047,14441.59961,14897.33984,14897.33984,20413790000
10,18,2021,14839.74023,15222.25,14833.28027,15090.2002,15090.2002,23505820000
10,25,2021,15142.91992,15504.12012,15070.75,15498.38965,15498.38965,30106720000
11,1,2021,15541.25977,16053.38965,15470.82031,15971.58984,15971.58984,26592080000
11,8,2021,15995.71973,16038.23047,15543.67969,15860.95996,15860.95996,26684420000
11,15,2021,15894.82031,16121.12012,15778.30957,16057.44043,16057.44043,25869190000
11,22,2021,16120.91992,16212.23047,15456.08984,15491.66016,15491.66016,18701470000
11,29,2021,15719.41992,15833.11035,14931.05957,15085.46973,15085.46973,29106590000
12,6,2021,15117.62988,15796.04981,14931.61035,15630.59961,15630.59961,23788920000
12,13,2021,15621.26953,15637.05957,14960.37012,15169.67969,15169.67969,27359080000
12,20,2021,14933,15697.98047,14860.04004,15653.37012,15653.37012,17227270000
12,27,2021,15696.83008,15901.46973,15643.94043,15644.96973,15644.96973,18250300000
1,3,2022,15732.5,15852.13965,14877.62988,14935.90039,14935.90039,23621810000
1,10,2022,14751.78027,15319.03027,14530.23047,14893.75,14893.75,22722460000
1,17,2022,14681.83008,14740.54004,13764.24023,13768.91992,13768.91992,20699010000
1,24,2022,13481.5,14002.65039,13094.65039,13770.57031,13770.57031,27938600000
1,31,2022,13812.19043,14504.82031,13767.70996,14098.00977,14098.00977,22917570000
2,7,2022,14118.79004,14509.55957,13733.16016,13791.15039,13791.15039,23742060000
2,14,2022,13768.96973,14163.73047,13465.55957,13548.07031,13548.07031,21783060000
2,21,2022,13424.36035,13696.86035,12587.87988,13694.62012,13694.62012,20297420000
2,28,2022,13570.83008,13837.58984,13224.98047,13313.44043,13313.44043,27742350000
3,7,2022,13328.36035,13353.28027,12670.08008,12843.80957,12843.80957,28635340000
3,14,2022,12795.12012,13899.28027,12555.34961,13893.83984,13893.83984,31630400000
3,21,2022,13860.38965,14218.75977,13682.54981,14169.29981,14169.29981,26877890000
3,28,2022,14177.20996,14646.90039,14101.33984,14261.5,14261.5,27126270000
4,4,2022,14304.34961,14534.37988,13689.23047,13711,13711,24148400000
4,11,2022,13547.29004,13685.9502,13317.74023,13351.08008,13351.08008,19490360000
4,18,2022,13319.38965,13710.7002,12828.01953,12839.29004,12839.29004,23315200000
4,25,2022,12749.16992,13011.4502,12315.74023,12334.63965,12334.63965,24624260000
5,2,2022,12331.69043,12985.00977,11990.15039,12144.66016,12144.66016,25596970000
5,9,2022,11923.03027,11990.61035,11108.75977,11805,11805,30883260000
5,16,2022,11727.13965,11988.42969,11035.69043,11354.62012,11354.62012,25677110000
5,23,2022,11396.28027,12131.66016,11092.48047,12131.12988,12131.12988,23262840000
5,30,2022,12137.54004,12320.12012,11901.42969,12012.73047,12012.73047,19341280000
6,6,2022,12200.33008,12245.40039,11328.26953,11340.01953,11340.01953,24327710000
6,13,2022,10986.84961,11244.25977,10565.13965,10798.34961,10798.34961,29275170000
6,20,2022,10974.04981,11613.23047,10938.05957,11607.62012,11607.62012,25190770000
6,27,2022,11661.01953,11677.49023,10850.00977,11127.84961,11127.84961,26652190000
7,4,2022,10964.17969,11689.7002,10911.4502,11635.30957,11635.30957,19116360000
7,11,2022,11524.49023,11541.09961,11005.92969,11452.41992,11452.41992,21963960000
7,18,2022,11561.63965,12093.01953,11322.83984,11834.11035,11834.11035,25230550000
7,25,2022,11837.95996,12426.25977,11533.37012,12390.69043,12390.69043,23117120000
8,1,2022,12317.95996,12736.19043,12260.48047,12657.54981,12657.54981,25219290000
8,8,2022,12703.71973,13047.19043,12438.86035,13047.19043,13047.19043,26340720000
8,15,2022,12996.62988,13181.08984,12674.87012,12705.21973,12705.21973,24086490000
8,22,2022,12523.16016,12655.83984,12141.51953,12141.70996,12141.70996,20877800000
8,29,2022,12021.04981,12124.87012,11546.51953,11630.86035,11630.86035,22893680000
9,5,2022,11643.03027,12132.66992,11471.5,12112.30957,12112.30957,17800080000
9,12,2022,12174.94043,12270.19043,11316.91992,11448.40039,11448.40039,26454340000
9,19,2022,11338.57031,11613.57031,10732.71973,10867.92969,10867.92969,22718590000
9,26,2022,10833.37988,11101.5,10572.33008,10575.62012,10575.62012,22865220000
10,3,2022,10659.00977,11230.44043,10577.88965,10652.40039,10652.40039,22569590000
10,10,2022,10659.9502,10766.69043,10088.83008,10321.38965,10321.38965,22512590000
10,17,2022,10575.65039,10972.96973,10542.42969,10859.71973,10859.71973,23776090000
10,24,2022,10867.07031,11210.37988,10713.33008,11102.4502,11102.4502,24680370000
10,31,2022,11028.42969,11156.34961,10262.92969,10475.25,10475.25,25423620000
11,7,2022,10516.94043,11352.42969,10344.00977,11323.33008,11323.33008,26869400000
11,14,2022,11233.90039,11492.62012,11006.20996,11146.05957,11146.05957,23736340000
11,21,2022,11091.00977,11310.82031,10975.66016,11226.36035,11226.36035,14779100000
11,28,2022,11147.57031,11546.76953,10944.37012,11461.5,11461.5,25198780000
12,5,2022,11380.99023,11425.50977,10910.62012,11004.62012,11004.62012,22186460000
12,12,2022,11015.48047,11571.63965,10642.09961,10705.41016,10705.41016,29946270000
12,19,2022,10707.44043,10753.57031,10313.32031,10497.86035,10497.86035,22410180000
12,26,2022,10462.19043,10502.08008,10207.46973,10466.48047,10466.48047,15783390000
1,2,2023,10562.05957,10613.05957,10265.04004,10569.29004,10569.29004,19830080000
1,9,2023,10662.09961,11084.00977,10589.58984,11079.16016,11079.16016,25886490000
1,16,2023,11070,11223.41016,10804.57031,11140.42969,11140.42969,21067950000
1,23,2023,11171.94043,11691.88965,11069.17969,11621.70996,11621.70996,29130930000
1,30,2023,11512.33984,12269.54981,11388.54004,12006.9502,12006.9502,30146210000
2,6,2023,11904.41016,12150.21973,11630.54004,11718.12012,11718.12012,26732780000
2,13,2023,11759.08984,12071.29004,11673.20996,11787.26953,11787.26953,24926590000
2,20,2023,11640.37012,11684.13965,11334.46973,11394.94043,11394.94043,18821040000
2,27,2023,11517.19043,11699.62988,11273.61035,11689.00977,11689.00977,25178450000
3,6,2023,11736.87012,11827.91992,11093.86035,11138.88965,11138.88965,26746960000
3,13,2023,11041.45996,11773.11035,10982.79981,11630.50977,11630.50977,31049050000
3,20,2023,11614.38965,12013.99023,11550.69043,11823.95996,11823.95996,24063200000
3,27,2023,11868.54004,12227.92969,11635.03027,12221.91016,12221.91016,23120800000
4,3,2023,12146.08984,12224.67969,11898.36035,12087.95996,12087.95996,17356590000
4,10,2023,11975.12988,12205.71973,11916.54004,12123.46973,12123.46973,23519530000
4,17,2023,12108.23047,12245.42969,11986.82031,12072.45996,12072.45996,24106270000
4,24,2023,12053.46973,12227.71973,11798.76953,12226.58008,12226.58008,25527130000
5,1,2023,12210.04981,12264.83008,11925.37012,12235.41016,12235.41016,25772570000
5,8,2023,12231.67969,12364.65039,12174.05957,12284.74023,12284.74023,21950890000
5,15,2023,12301.16992,12731.73047,12263.34961,12657.90039,12657.90039,21017290000
5,22,2023,12664.44043,13001.91016,12415.84961,12975.69043,12975.69043,21800340000
5,29,2023,13109.09961,13256.20996,12889.37012,13240.76953,13240.76953,19786300000
6,5,2023,13238.48047,13385.9502,13089.48047,13259.13965,13259.13965,23118660000
6,12,2023,13326.37012,13864.05957,13302.58008,13689.57031,13689.57031,29761380000
6,19,2023,13642.29004,13711.17969,13441.55957,13492.51953,13492.51953,22666400000
6,26,2023,13468.74023,13816.67969,13334.41992,13787.91992,13787.91992,23066790000
7,3,2023,13798.7002,13844.5,13567.25,13660.71973,13660.71973,19452840000
7,10,2023,13645.37012,14232.11035,13584.87012,14113.7002,14113.7002,25897410000
7,17,2023,14149.91992,14446.54981,14020.4502,14032.80957,14032.80957,24911850000
7,24,2023,14081.62988,14360.2002,13997.12988,14316.66016,14316.66016,21786900000
7,31,2023,14337.90039,14370.91016,13881.34961,13909.24023,13909.24023,26436590000
8,7,2023,13972.4502,13997.15039,13609.98047,13644.84961,13644.84961,25706200000
8,14,2023,13599,13789.16016,13161.75977,13290.78027,13290.78027,25071190000
8,21,2023,13347.25977,13834.69043,13325.58984,13590.65039,13590.65039,21127230000
8,28,2023,13695.36035,14149.62012,13626.63965,14031.80957,14031.80957,21382030000
9,4,2023,13994.54004,14060.84961,13642.46973,13761.53027,13761.53027,17076300000
9,11,2023,13884.03027,13957.57031,13684.24023,13708.33008,13708.33008,26785890000
9,18,2023,13669.95996,13751.28027,13200.63965,13211.80957,13211.80957,23409370000
9,25,2023,13172.54004,13382.98047,12963.16016,13219.32031,13219.32031,23422130000
10,2,2023,13217.98047,13472.26953,13008.59961,13431.33984,13431.33984,22023970000
10,9,2023,13326.21973,13714.13965,13277.48047,13407.23047,13407.23047,21407890000
10,16,2023,13453.80957,13602.25,12977.42969,12983.80957,12983.80957,22981100000
10,23,2023,12930.84961,13170.38965,12543.86035,12643.00977,12643.00977,22940630000
10,30,2023,12750.46973,13520.28027,12691.55957,13478.28027,13478.28027,22891770000
11,6,2023,13514.08008,13802.53027,13435.99023,13798.11035,13798.11035,23421970000
11,13,2023,13745.95996,14194.36035,13687.78027,14125.48047,14125.48047,23699730000
11,20,2023,14134.75,14359.61035,14134.2002,14250.84961,14250.84961,15087490000
11,27,2023,14239.30957,14423.21973,14127.04981,14305.03027,14305.03027,24855570000
12,4,2023,14168.66016,14416.91992,14058.51953,14403.96973,14403.96973,28741320000
12,11,2023,14340.12988,14855.62012,14324.57031,14813.91992,14813.91992,33700760000
12,18,2023,14814.01953,15069.29004,14776.29004,14992.96973,14992.96973,28180200000
12,25,2023,15028.69043,15150.07031,14955.37012,15011.34961,15011.34961,24132400000
1,1,2024,14873.7002,14887.79981,14477.57031,14524.07031,14524.07031,21763160000
1,8,2024,14564.46973,15063.61035,14560.2002,14972.75977,14972.75977,25814400000
1,15,2024,14908.25977,15310.96973,14706.23047,15310.96973,15310.96973,22760310000
1,22,2024,15393.04981,15629.07031,15333.62988,15455.36035,15455.36035,25439230000
1,29,2024,15470.66016,15664.20996,15158.49023,15628.9502,15628.9502,25421770000
2,5,2024,15613.99023,16007.29004,15471.67969,15990.66016,15990.66016,25631350000
2,12,2024,15980.62012,16080.07031,15551.44043,15775.65039,15775.65039,27423910000
2,19,2024,15679.83984,16134.21973,15451.65039,15996.82031,15996.82031,21173280000
2,26,2024,16014.4502,16302.24023,15924.71973,16274.94043,16274.94043,28145590000
3,4,2024,16264.20996,16289.05957,15862.62988,16031.54004,16031.54004,17593640000
,,,16092,16128.55762,15956.6582,16031.54297,16031.54297,4933267000
